,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주),name,code,year
"2019/12
									
(IFRS연결)",489,51,51,65,58,58,,"1,019",81,938,938,,54,119,-59,-9,20,99,14,10.52,11.87,6.35,5.79,8.64,"1,643.92",530,31.54,"8,684",1.92,120,0.72,23.02,"10,848,333",나노신소재,121600,2019
"2020/12
									
(IFRS연결)",485,15,15,6,16,16,,"1,066",145,921,921,,54,87,-92,28,128,-41,76,3.02,3.40,1.77,1.58,15.72,"1,651.64",151,250.49,"8,670",4.37,100,0.26,69.48,"10,848,333",나노신소재,121600,2020
"2021/12
									
(IFRS연결)",611,57,57,79,74,74,,"1,212",214,998,998,,54,106,-144,64,43,63,156,9.37,12.17,7.74,6.52,21.47,"1,776.73",679,101.25,"9,322",7.37,120,0.17,19.25,"10,848,333",나노신소재,121600,2021
"2017/12
									
(IFRS연결)","1,505",125,125,13,26,26,,"7,304","3,997","3,307","3,307",,82,475,"-1,522",777,"1,503","-1,028","2,391",8.32,1.74,0.82,0.37,120.88,"3,267.50",32,180.38,"4,088",1.41,0,0.00,0.00,"82,320,915",아난티,025980,2017
"2018/12
									
(IFRS연결)","1,622",127,127,-210,-203,-202,0,"7,751","4,380","3,371","3,212",,82,519,-609,-286,336,183,"2,078",7.83,-12.50,-6.21,-2.69,129.93,"2,949.15",-246,N/A,"3,971",4.72,0,0.00,0.00,"82,320,915",아난티,025980,2018
"2019/12
									
(IFRS연결)","1,427",47,47,-35,-80,-70,-9,"8,460","4,526","3,934","3,767",167,85,160,"-1,083","1,114",422,-263,"2,563",3.30,-5.59,-2.02,-0.98,115.04,"3,408.69",-85,N/A,"4,451",2.34,0,0.00,0.00,"84,645,004",아난티,025980,2019
"2020/12
									
(IFRS연결)","1,141",-317,-317,-497,-448,-393,-54,"11,437","7,770","3,667","3,415",252,85,223,-604,"1,903",685,-462,"4,329",-27.81,-39.27,-10.96,-4.50,211.87,"2,976.62",-463,N/A,"4,009",2.01,0,0.00,0.00,"85,178,787",아난티,025980,2020
"2021/12
									
(IFRS연결)","2,198",597,597,235,167,189,-22,"13,851","9,846","4,006","3,775",230,85,"1,758","-1,008",-154,"1,018",740,"4,005",27.17,7.59,5.25,1.32,245.80,"3,203.25",221,47.64,"4,429",2.38,0,0.00,,"85,230,863",아난티,025980,2021
"2017/12
									
(IFRS연결)","19,280",585,585,713,707,707,0,"116,512","105,517","10,994","10,994",0,"10,624","-2,663",198,904,27,,"19,929",3.03,3.67,6.63,0.64,959.75,8.79,333,11.60,"5,351",0.72,0,0.00,0.00,"199,577,436",유안타증권,003470,2017
"2018/12
									
(IFRS연결)","20,372",911,911,"1,142","1,047","1,047",0,"118,618","106,723","11,895","11,895",,"10,625",728,854,"-2,008",40,,"18,109",4.47,5.14,9.15,0.89,897.18,17.26,493,6.37,"5,789",0.54,0,0.00,0.00,"199,596,576",유안타증권,003470,2018
"2019/12
									
(IFRS연결)","21,318",718,718,825,809,809,,"123,423","110,785","12,638","12,638",,"10,625","5,524",33,"-4,285",37,,"16,908",3.37,3.80,6.60,0.67,876.60,24.25,381,7.52,"6,150",0.47,0,0.00,0.00,"199,596,576",유안타증권,003470,2019
"2020/12
									
(IFRS연결)","27,039","1,226","1,226","1,390","1,050","1,050",,"149,482","135,612","13,870","13,870",,"10,625","-6,641",385,"5,836",16,,"22,559",4.54,3.88,7.92,0.77,977.74,35.84,494,6.18,"6,750",0.45,125,4.09,25.07,"199,596,576",유안타증권,003470,2020
"2021/12
									
(IFRS연결)","23,090","3,214","3,214","1,997","1,506","1,506",,"147,149","131,899","15,251","15,251",,"10,625",-500,-73,796,61,,"25,018",13.92,6.52,10.35,1.02,864.88,48.83,709,5.67,"7,421",0.54,180,4.48,24.98,"199,596,576",유안타증권,003470,2021
"2017/12
									
(IFRS별도)",252,-46,-46,-220,-220,-220,,619,78,541,541,,292,-21,27,5,38,-59,4,-18.09,-87.16,-29.53,-26.81,14.33,75.45,-376,N/A,927,6.15,0,0.00,0.00,"58,408,110",파미셀,005690,2017
"2018/12
									
(IFRS별도)",284,3,3,-127,-127,-127,,591,116,475,475,,300,34,-67,89,47,-13,30,0.92,-44.73,-24.96,-20.96,24.48,58.55,-214,N/A,792,15.40,,,0.00,"59,958,950",파미셀,005690,2018
"2019/12
									
(IFRS별도)",325,20,20,24,43,43,,633,117,515,515,,300,-1,-17,-1,11,-12,31,6.04,13.38,8.78,7.10,22.80,72.23,72,117.10,859,9.88,,,0.00,"59,958,950",파미셀,005690,2019
"2020/12
									
(IFRS별도)",378,72,72,52,52,52,,697,126,571,571,,300,90,-36,-2,6,84,31,19.16,13.88,9.65,7.88,22.13,90.86,87,197.89,953,18.16,,,0.00,"59,958,950",파미셀,005690,2020
"2021/12
									
(IFRS별도)",509,76,76,95,95,95,,958,305,654,654,,300,-52,-93,185,43,-95,172,14.95,18.69,15.54,11.49,46.61,118.38,159,82.25,"1,090",11.97,,,,"59,958,950",파미셀,005690,2021
"2017/12
									
(IFRS연결)","3,200",-170,-170,71,41,52,-11,"7,977","4,744","3,233","2,915",318,243,-22,388,-305,264,-286,"3,977",-5.32,1.28,1.78,0.50,146.73,"1,107.16","1,064",41.07,"60,048",0.73,350,0.80,18.23,"4,854,418",SGC에너지,005090,2017
"2018/12
									
(IFRS연결)","2,653",-248,-248,-145,-115,-115,0,"7,591","4,417","3,174","2,790",,243,254,28,-276,107,147,"3,722",-9.37,-4.34,-4.05,-1.48,139.16,"1,063.23","-2,379",N/A,"57,464",0.50,750,2.60,-17.21,"4,854,418",SGC에너지,005090,2018
"2019/12
									
(IFRS연결)","2,842",11,11,33,4,-2,6,"6,959","3,833","3,126","2,735",,243,61,752,-849,59,2,"2,916",0.40,0.15,-0.07,0.06,122.61,"1,054.03",-41,N/A,"56,948",0.54,"1,000",3.28,"-2,251.87","4,854,418",SGC에너지,005090,2019
"2020/12
									
(IFRS연결)","1,065",70,70,338,317,317,0,"26,754","19,976","6,778","5,725","1,053",734,-236,839,155,376,-612,"13,817",6.59,29.77,7.50,1.88,294.72,707.51,"4,906",8.00,"39,147",1.00,"1,500",3.82,69.16,"14,677,004",SGC에너지,005090,2020
"2021/12
									
(IFRS연결)","18,984","1,522","1,522","1,322",985,599,386,"25,916","18,521","7,394","5,998","1,396",734,"1,170",-170,-729,"1,296",-126,"13,151",8.02,5.19,10.22,3.74,250.49,759.04,"4,082",11.59,"41,630",1.14,"1,500",3.17,36.07,"14,677,004",SGC에너지,005090,2021
"2017/12
									
(IFRS연결)","4,585",433,433,357,291,287,4,"3,982","1,951","2,031","2,001",30,377,436,-456,121,456,-20,666,9.45,6.35,15.28,8.03,96.04,421.61,"3,807",25.42,"26,562",3.64,250,0.26,6.57,"7,533,015",삼양식품,003230,2017
"2018/12
									
(IFRS연결)","4,694",552,552,539,353,348,5,"4,121","1,777","2,344","2,309",,377,380,-230,-112,356,24,593,11.76,7.52,16.16,8.71,75.81,504.19,"4,623",11.25,"30,654",1.70,400,0.77,8.65,"7,533,015",삼양식품,003230,2018
"2019/12
									
(IFRS연결)","5,436",783,783,783,600,596,5,"4,704","1,827","2,876","2,837",39,377,525,-123,-56,134,391,628,14.40,11.04,23.14,13.60,63.52,645.92,"7,906",11.37,"37,663",2.39,800,0.89,10.12,"7,533,015",삼양식품,003230,2019
"2020/12
									
(IFRS연결)","6,485",953,953,907,680,672,8,"5,562","2,089","3,473","3,425",48,377,809,-662,35,658,150,723,14.70,10.48,21.46,13.24,60.17,803.56,"8,922",11.32,"45,472",2.22,800,0.79,8.97,"7,533,015",삼양식품,003230,2020
"2021/12
									
(IFRS연결)","6,420",654,654,721,567,563,3,"7,531","3,574","3,957","3,904",53,377,584,"-1,731","1,252","1,397",-813,"2,072",10.18,8.82,15.38,8.65,90.32,931.12,"7,480",12.67,"51,826",1.83,"1,000",1.05,13.37,"7,533,015",삼양식품,003230,2021
"2017/12
									
(IFRS연결)","13,504",101,101,477,366,363,2,"15,459","6,293","9,165","9,124",41,350,448,-273,-77,272,176,132,0.75,2.71,4.04,2.43,68.66,"2,645.84","7,265",12.98,"234,861",0.40,"1,750",1.86,18.72,"5,000,000",서울가스,017390,2017
"2018/12
									
(IFRS연결)","13,890",43,43,489,418,414,4,"13,686","4,211","9,475","9,436",,350,"-1,529",929,-75,281,"-1,810",135,0.31,3.01,4.46,2.87,44.45,"2,736.72","8,276",10.32,"242,938",0.35,"1,750",2.05,16.43,"5,000,000",서울가스,017390,2018
"2019/12
									
(IFRS연결)","13,610",105,105,360,295,292,3,"15,834","6,156","9,678","9,640",39,350,"2,114","-2,187",-115,351,"1,763",690,0.77,2.17,3.06,2.00,63.61,"2,795.66","5,836",12.10,"248,169",0.28,"1,750",2.48,23.30,"5,000,000",서울가스,017390,2019
"2020/12
									
(IFRS연결)","12,807",80,80,"1,883","1,312","1,310",2,"16,897","6,552","10,345","10,305",40,350,571,183,-698,333,238,669,0.62,10.25,13.14,8.02,63.34,"2,989.72","26,203",3.45,"265,409",0.34,"16,750",18.51,49.66,"5,000,000",서울가스,017390,2020
"2021/12
									
(IFRS연결)","12,778",-49,-49,39,85,83,2,"16,626","6,238","10,388","10,349",39,350,26,290,-122,254,-228,569,-0.39,0.67,0.80,0.51,60.05,"2,998.36","1,661",100.85,"266,539",0.63,"1,750",1.04,81.82,"5,000,000",서울가스,017390,2021
"2017/12
									
(IFRS연결)",464,20,20,16,25,25,0,356,52,304,304,,218,-107,112,79,1,-108,28,4.26,5.28,13.42,7.61,17.03,39.77,"15,974",1.14,"140,163",0.13,0,0.00,0.00,"217,175",DSNL,141020,2017
"2018/12
									
(IFRS연결)",252,-75,-75,-152,-130,-126,-4,772,440,332,339,-7,242,-273,-79,425,25,-298,395,-29.66,-51.50,-39.00,-22.96,132.52,40.26,"-55,781",N/A,"140,674",0.21,0,0.00,0.00,"241,322",DSNL,141020,2018
"2019/12
									
(IFRS연결)",155,-160,-160,-331,-331,-339,-4,726,359,367,367,,496,-84,-279,215,0,-84,265,-103.36,-213.46,-96.01,-44.25,97.83,-25.94,"-107,858",N/A,"74,273",0.08,0,0.00,0.00,"494,101",DSNL,141020,2019
"2020/12
									
(IFRS연결)",15,-1,-1,-31,-31,-31,,919,206,713,713,,879,-255,100,150,,-255,65,-9.32,-207.32,-5.80,-3.81,28.93,-18.95,"-3,816",N/A,"81,942",0.02,0,0.00,0.00,"869,706",DSNL,141020,2020
"2021/12
									
(IFRS별도)",30,-50,-50,6,6,6,,43,28,16,16,,84,-56,0,80,,-56,1,-162.71,20.69,-8.79,26.57,175.41,-81.22,338,3.95,94,14.22,,,,"16,801,878",DSNL,141020,2021
"2017/12
									
(IFRS연결)","11,224",281,281,347,267,269,-1,"5,572","1,358","4,214","4,212",2,497,307,-193,189,193,115,455,2.51,2.38,6.56,4.91,32.22,763.21,541,19.80,"8,784",1.22,80,0.75,14.29,"49,678,843",남해화학,025860,2017
"2018/12
									
(IFRS별도)","12,427",170,170,157,84,84,-1,"5,479","1,232","4,247","4,247",,497,80,"-1,066",-54,128,-48,432,1.37,0.67,1.97,1.51,29.01,770.25,168,68.42,"8,857",1.30,50,0.43,28.51,"49,678,843",남해화학,025860,2018
"2019/12
									
(IFRS별도)","11,872",153,153,220,160,160,,"5,811","1,472","4,340","4,340",,497,453,-288,-1,121,332,512,1.29,1.35,3.74,2.84,33.91,788.85,323,25.27,"9,051",0.90,60,0.74,17.94,"49,678,843",남해화학,025860,2019
"2020/12
									
(IFRS별도)","10,098",264,264,324,250,250,,"5,894","1,365","4,529","4,529",,497,525,-334,-110,151,374,434,2.61,2.48,5.65,4.28,30.14,826.12,504,16.29,"9,446",0.87,80,0.97,15.32,"49,678,843",남해화학,025860,2020
"2021/12
									
(IFRS연결)","14,519",205,205,245,217,217,0,"7,191","2,475","4,716","4,674",42,497,"-1,181",757,477,169,"-1,349",947,1.41,1.49,,,52.48,854.75,436,24.08,"9,748",1.08,60,0.57,13.28,"49,678,843",남해화학,025860,2021
"2017/12
									
(IFRS연결)","8,364",-130,-130,-598,-620,-620,,"8,734","7,374","1,360","1,360",,639,-69,-20,145,465,-534,"2,695",-1.55,-7.41,-37.75,-6.77,542.29,151.64,"-4,217",N/A,"9,329",0.64,0,0.00,0.00,"14,702,194",흥아해운,003280,2017
"2018/12
									
(IFRS연결)","1,008",-112,-112,-189,-865,-865,,"8,037","7,306",731,731,,878,-338,850,-553,112,-450,"2,540",-11.11,-85.84,-82.76,-10.32,998.73,13.00,"-4,903",N/A,"3,995",0.80,0,0.00,0.00,"18,433,523",흥아해운,003280,2018
"2019/12
									
(IFRS연결)","1,022",-124,-124,-546,-514,-514,,"4,310","4,000",309,309,,561,-120,"1,175","-1,070",3,-124,"3,119",-12.10,-50.27,-98.70,-8.32,"1,293.83",12.98,"-2,476",N/A,"1,239",1.56,0,0.00,0.00,"25,087,616",흥아해운,003280,2019
"2020/12
									
(IFRS연결)",889,-58,-58,-535,-509,-509,,"2,868","3,131",-263,-263,,584,-40,466,-518,2,-41,"2,523",-6.52,-57.20,"-2,195.07",-14.18,"-1,191.07",-74.75,"-1,955",N/A,"-1,012",N/A,0,0.00,0.00,"26,121,481",흥아해운,003280,2020
"2021/12
									
(IFRS연결)",817,-19,-19,197,164,164,,"2,473","1,444","1,029","1,029",,"1,202",-26,132,238,33,-59,"1,172",-2.29,20.11,42.88,6.16,140.24,13.69,118,22.95,428,6.30,,,,"240,424,899",흥아해운,003280,2021
"2017/12
									
(IFRS연결)","20,655",547,547,505,382,382,0,"7,344","4,544","2,800","2,802",-2,431,631,-509,9,580,51,"2,137",2.65,1.85,13.33,5.42,162.27,636.52,"4,424",35.38,"34,567",4.53,956,0.61,13.45,"8,629,009",SPC삼립,005610,2017
"2018/12
									
(IFRS연결)","22,202",599,599,531,422,421,0,"7,523","4,383","3,140","3,141",,431,684,-438,-364,414,270,"1,824",2.70,1.90,14.18,5.67,139.61,715.10,"4,883",26.11,"38,749",3.29,"1,004",0.79,12.73,"8,629,009",SPC삼립,005610,2018
"2019/12
									
(IFRS연결)","24,992",470,470,220,202,202,0,"11,963","8,736","3,227","3,228",-1,431,947,-699,-162,707,240,"5,849",1.88,0.81,6.34,2.08,270.67,735.34,"2,341",37.25,"39,828",2.19,"1,104",1.27,29.22,"8,629,009",SPC삼립,005610,2019
"2020/12
									
(IFRS연결)","25,427",511,511,40,-124,-125,1,"11,819","8,789","3,030","3,030",0,431,"1,070",-805,-289,627,444,"5,656",2.01,-0.49,-3.98,-1.04,290.06,689.26,"-1,444",N/A,"37,383",1.93,"1,104",1.53,-47.37,"8,629,009",SPC삼립,005610,2020
"2021/12
									
(IFRS연결)","29,467",662,662,527,405,404,0,"12,230","8,880","3,350","3,350",0,431,969,-473,-564,409,560,"5,359",2.25,1.37,12.68,3.37,265.04,763.28,"4,687",15.11,"41,335",1.71,"1,500",2.12,22.21,"8,629,009",SPC삼립,005610,2021
"2017/12
									
(IFRS연결)",239,-64,-64,698,658,658,,"1,637",238,"1,399","1,399",,106,16,53,18,1,14,156,-26.94,274.88,68.90,51.19,17.04,"1,149.90","3,119",7.00,"6,005",3.63,0,0.00,0.00,"23,296,562",비덴트,121800,2017
"2018/12
									
(IFRS연결)",215,12,12,880,638,640,-1,"2,819",396,"2,423","2,423",,127,-6,-235,251,12,-18,73,5.40,297.32,33.48,28.65,16.32,"1,722.62","2,569",2.83,"8,693",0.84,0,0.00,0.00,"27,873,523",비덴트,121800,2018
"2019/12
									
(IFRS연결)",187,-18,-18,-128,-74,-74,0,"3,268",777,"2,491","2,491",0,170,-18,"-1,214","1,198",1,-19,603,-9.78,-39.75,-3.01,-2.44,31.21,"1,374.66",-258,N/A,"7,329",1.05,0,0.00,0.00,"33,991,523",비덴트,121800,2019
"2020/12
									
(IFRS연결)",107,-65,-65,227,212,212,0,"4,038",696,"3,342","3,342",,228,-7,182,350,1,-8,379,-60.50,197.65,7.25,5.79,20.83,"1,358.01",592,13.29,"7,345",1.07,0,0.00,0.00,"45,502,014",비덴트,121800,2020
"2021/12
									
(IFRS별도)",177,8,8,"2,636","2,233","2,233",,"8,735","2,073","6,662","6,662",,266,-32,"-1,215","1,877",9,-41,"1,236",4.37,"1,262.56",44.63,34.96,31.11,"2,358.09","4,876",4.96,"12,509",1.93,0,0.00,,"50,682,971",비덴트,121800,2021
"2017/12
									
(IFRS연결)","3,308",237,237,888,650,543,107,"9,413","6,827","2,586","2,586",,162,"-1,575","1,909",-336,246,"-1,820","5,334",7.15,19.65,23.14,6.62,264.01,"1,479.65","3,362",10.01,"16,008",2.10,600,1.78,17.85,"16,155,000",SK디앤디,210980,2017
"2018/12
									
(IFRS연결)","5,628",851,851,691,524,524,,"14,901","11,423","3,478","3,478",,190,"-1,345","-2,664","4,420","2,094","-3,438","9,104",15.12,9.31,17.29,4.31,328.42,"1,701.81","3,235",8.27,"18,316",1.46,600,2.24,21.74,"18,990,164",SK디앤디,210980,2018
"2019/12
									
(IFRS연결)","4,547",823,823,593,449,449,,"13,969","10,355","3,614","3,614",,190,"2,771",-732,"-1,743",881,"1,891","7,812",18.09,9.88,12.66,3.11,286.51,"1,766.65","2,365",12.31,"19,033",1.53,600,2.06,25.37,"18,990,164",SK디앤디,210980,2019
"2020/12
									
(IFRS연결)","6,998","1,398","1,398",932,661,659,2,"17,124","11,810","5,315","5,244",71,242,"-1,861","-2,284","3,376",112,"-1,973","10,011",19.98,9.45,14.88,4.25,222.20,"2,086.72","2,972",14.52,"21,679",1.99,600,1.39,25.35,"18,990,164",SK디앤디,210980,2020
"2021/12
									
(IFRS연결)","7,910","1,294","1,294","1,816","1,336","1,333",4,"19,834","13,442","6,393","6,393",,242,-275,-983,"1,424",501,-777,"11,539",16.36,16.89,22.91,7.23,210.27,"2,558.45","5,510",5.76,"26,427",1.20,800,2.52,14.85,"22,190,164",SK디앤디,210980,2021
"2017/12
									
(IFRS연결)","6,875",288,288,294,295,166,129,"6,039","1,756","4,283","3,820",463,86,364,-56,30,289,76,705,4.19,4.29,4.36,4.81,40.99,"4,357.38",967,11.06,"22,211",0.48,200,1.87,20.68,"17,200,000",인탑스,049070,2017
"2018/12
									
(IFRS연결)","7,156",342,342,405,376,226,150,"6,369","1,732","4,637","4,030",,86,619,-306,-190,130,489,578,4.78,5.26,5.76,6.07,37.35,"4,612.47","1,314",8.75,"23,429",0.49,200,1.74,15.22,"17,200,000",인탑스,049070,2018
"2019/12
									
(IFRS연결)","9,105",707,707,709,604,357,247,"6,922","1,713","5,209","4,356",854,86,"1,020",-603,-191,207,812,473,7.76,6.63,8.50,9.09,32.88,"4,979.32","2,073",6.22,"25,323",0.51,250,1.94,12.06,"17,200,000",인탑스,049070,2019
"2020/12
									
(IFRS연결)","7,778",650,650,664,547,404,143,"7,297","1,736","5,562","4,670",892,86,430,-592,-279,193,238,306,8.36,7.03,8.95,7.70,31.21,"5,405.72","2,347",12.84,"27,458",1.10,250,0.83,10.53,"17,200,000",인탑스,049070,2020
"2021/12
									
(IFRS연결)","10,520",876,876,"1,060",808,752,56,"8,210","1,865","6,344","5,354",990,86,"1,006",180,-283,365,641,279,8.32,7.68,15.00,10.42,29.40,"6,239.35","4,371",7.38,"32,446",0.99,470,1.46,10.35,"17,200,000",인탑스,049070,2021
"2017/12
									
(IFRS연결)","6,794",406,406,314,249,251,-2,"2,805","1,710","1,095","1,089",,25,236,-280,11,309,-72,835,5.97,3.67,25.88,9.08,156.08,"4,232.08",494,,"2,138",0.00,0,,0.00,"50,930,680",드림텍,192650,2017
"2018/12
									
(IFRS연결)","6,015",424,424,406,371,370,1,"2,849","1,422","1,428","1,421",,25,621,-476,-54,416,206,801,7.05,6.16,29.48,13.11,99.58,"5,682.12",727,,"2,790",0.00,0,,0.00,"50,930,680",드림텍,192650,2018
"2019/12
									
(IFRS연결)","5,597",305,305,304,234,240,-6,"3,771","1,560","2,211","2,211",0,61,443,"-1,035",505,598,-154,895,5.44,4.18,13.24,7.07,70.55,"3,637.55",415,16.12,"3,617",1.85,158,2.36,40.13,"61,889,132",드림텍,192650,2019
"2020/12
									
(IFRS연결)","9,547",286,286,200,107,214,-107,"6,043","3,020","3,023","2,664",358,67,240,-459,258,598,-358,"1,357",3.00,1.12,8.79,2.18,99.92,"4,079.12",340,34.41,"4,072",2.87,100,0.85,30.54,"65,862,985",드림텍,192650,2020
"2021/12
									
(IFRS연결)","12,316",961,961,931,793,698,96,"7,330","3,442","3,888","3,413",474,67,807,-265,54,381,426,"1,521",7.80,6.44,22.97,11.87,88.54,"4,941.57","1,066",11.35,"5,263",2.30,300,2.48,27.88,"65,343,271",드림텍,192650,2021
"2017/12
									
(IFRS연결)","2,850",193,193,95,39,66,-27,"3,081","1,872","1,209","1,312",-103,111,597,-580,-26,521,76,"1,239",6.77,1.38,5.05,1.30,154.91,"1,136.87",302,31.29,"6,055",1.56,100,1.06,32.70,"21,978,155",네패스,033640,2017
"2018/12
									
(IFRS연결)","2,733",220,220,366,229,251,-21,"2,820","1,408","1,412","1,617",-205,116,417,-123,-411,320,97,762,8.06,8.40,17.13,7.78,99.70,"1,354.04","1,104",8.89,"7,187",1.37,100,1.02,8.96,"22,972,541",네패스,033640,2018
"2019/12
									
(IFRS연결)","3,563",616,616,441,311,319,-8,"5,216","3,310","1,906","2,105",-199,116,899,"-1,751","1,671","1,730",-831,"2,238",17.29,8.73,17.12,7.74,173.63,"1,712.41","1,380",17.43,"9,117",2.64,270,1.12,19.56,"23,059,202",네패스,033640,2019
"2020/12
									
(IFRS연결)","3,436",-36,-36,-607,-627,-488,-138,"8,017","5,411","2,606","2,081",525,116,463,"-2,818","2,927","2,970","-2,507","4,510",-1.04,-18.24,-23.33,-9.47,207.63,"1,713.90","-2,115",N/A,"9,023",4.71,,,0.00,"23,059,202",네패스,033640,2020
"2021/12
									
(IFRS연결)","4,184",-164,-164,-261,-292,-397,105,"11,049","8,380","2,668","1,768",900,116,759,"-2,523","2,511","2,896","-2,137","6,738",-3.92,-6.97,-20.62,-3.06,314.08,"1,406.07","-1,721",N/A,"7,667",5.00,,,,"23,059,202",네패스,033640,2021
"2017/12
									
(IFRS연결)","6,903",534,534,471,325,325,,"14,594","5,452","9,142","9,128",15,307,845,-263,273,250,595,"3,985",7.73,4.71,3.64,2.27,59.63,"3,331.15","5,310",24.11,"148,700",0.86,"1,000",0.78,18.86,"6,138,228",동아쏘시오홀딩스,000640,2017
"2018/12
									
(IFRS연결)","7,075",505,505,"-1,731","-1,639","-1,640",1,"12,419","5,062","7,358","7,342",,307,583,-751,-561,251,332,"3,709",7.14,-23.16,-19.91,-12.13,68.80,"2,757.08","-26,714",N/A,"119,609",0.91,"1,000",0.92,-3.74,"6,138,294",동아쏘시오홀딩스,000640,2018
"2019/12
									
(IFRS연결)","7,697",528,528,387,200,198,2,"13,586","6,117","7,469","7,451",18,307,968,"-1,161",-17,449,518,"4,685",6.86,2.60,2.67,1.54,81.89,"2,778.60","3,220",33.39,"121,392",0.89,"1,000",0.93,31.06,"6,138,297",동아쏘시오홀딩스,000640,2019
"2020/12
									
(IFRS연결)","7,833",506,506,"1,702","1,624","1,623",0,"15,111","6,224","8,887","8,887",0,308,846,-480,-344,519,326,"4,879",6.46,20.73,19.87,11.32,70.03,"3,275.11","26,439",4.63,"146,721",0.83,"1,000",0.82,3.73,"6,155,346",동아쏘시오홀딩스,000640,2020
"2021/12
									
(IFRS연결)","8,819",616,616,661,605,603,2,"16,914","7,063","9,850","9,652",199,317,"1,311","-1,366",160,701,610,"5,376",6.98,6.86,6.50,3.78,71.71,"3,414.36","9,615",11.96,"154,410",0.74,"1,500",1.30,15.56,"6,348,802",동아쏘시오홀딩스,000640,2021
"2017/12
									
(IFRS연결)","7,444",661,661,641,498,498,,"8,752","1,996","6,756","6,756",,52,767,-754,-121,779,-12,28,8.88,6.69,7.72,5.87,29.55,"12,317.41","4,783",13.99,"64,864",1.03,700,1.05,14.63,"10,415,000",한국단자,025540,2017
"2018/12
									
(IFRS연결)","7,464",462,462,508,396,396,,"8,605","1,696","6,909","6,909",,52,530,-652,-72,588,-58,31,6.19,5.31,5.80,4.56,24.55,"13,123.53","3,803",10.68,"66,337",0.61,700,1.72,18.41,"10,415,000",한국단자,025540,2018
"2019/12
									
(IFRS연결)","7,721",335,335,390,319,319,0,"8,856","1,754","7,102","7,101",1,52,619,-592,-14,891,-272,99,4.34,4.13,4.55,3.65,24.70,"13,584.26","3,062",13.96,"68,181",0.63,700,1.64,22.86,"10,415,000",한국단자,025540,2019
"2020/12
									
(IFRS연결)","8,025",790,790,777,577,578,-1,"9,852","2,210","7,642","7,642",0,52,"1,082",-536,11,490,592,136,9.84,7.19,7.84,6.17,28.92,"14,563.53","5,550",11.21,"74,087",0.84,700,1.13,12.49,"10,415,000",한국단자,025540,2020
"2021/12
									
(IFRS연결)","9,622",762,762,864,629,629,0,"11,252","2,830","8,422","8,422",0,52,296,-924,302,892,-596,448,7.92,6.54,7.83,5.96,33.60,"15,628.87","6,041",12.63,"81,648",0.93,700,0.92,11.48,"10,415,000",한국단자,025540,2021
