,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주),name,code,year
"2019/12
									
(IFRS연결)","1,898",29,29,97,74,74,0,"4,787",447,"4,340","4,281",59,132,-304,-118,-3,147,-451,12,1.52,3.90,1.75,1.58,10.29,"3,239.42",281,36.35,"16,548",0.62,100,0.98,34.79,"26,500,000",태광,023160,2019
"2020/12
									
(IFRS연결)","1,884",-31,-31,-76,-50,-50,0,"4,618",374,"4,244","4,215",29,132,481,-124,69,185,297,111,-1.65,-2.68,-1.18,-1.07,8.81,"3,195.05",-189,N/A,"16,293",0.47,50,0.65,-25.78,"26,500,000",태광,023160,2020
"2021/12
									
(IFRS연결)","1,851",135,135,220,185,152,33,"5,052",521,"4,531","4,361",169,132,413,-464,-76,139,274,79,7.31,10.02,3.55,3.84,11.50,"3,288.01",574,18.89,"16,860",0.64,100,0.92,17.00,"26,500,000",태광,023160,2021
"2017/12
									
(IFRS연결)","2,363",152,152,65,58,58,0,"1,905",340,"1,564","1,563",1,13,-4,113,-44,82,-86,83,6.41,2.44,3.71,2.96,21.76,"12,136.99",434,29.51,"12,161",1.05,300,2.34,66.67,"13,335,601",제이에스코퍼레이션,194370,2017
"2018/12
									
(IFRS연결)","2,056",45,45,78,59,59,0,"1,895",342,"1,553","1,551",,13,66,-119,-90,70,-4,71,2.18,2.85,3.76,3.09,22.04,"12,142.62",439,25.05,"12,182",0.90,450,4.09,97.89,"13,335,601",제이에스코퍼레이션,194370,2018
"2019/12
									
(IFRS연결)","2,531",111,111,124,82,82,0,"2,016",447,"1,569","1,568",2,13,207,76,-100,154,52,157,4.39,3.25,5.26,4.21,28.50,"12,232.05",615,20.39,"12,408",1.01,500,3.98,77.40,"13,335,601",제이에스코퍼레이션,194370,2019
"2020/12
									
(IFRS연결)","4,028",79,79,17,23,24,0,"5,044","3,537","1,507","1,506",1,13,-56,-291,413,58,-115,"2,351",1.97,0.58,1.54,0.66,234.71,"12,030.72",177,42.45,"12,206",0.62,450,5.98,236.44,"13,335,601",제이에스코퍼레이션,194370,2020
"2021/12
									
(IFRS연결)","9,870",610,610,595,483,483,0,"5,523","3,504","2,019","2,018",1,13,262,70,-364,120,143,"2,109",6.18,4.89,27.40,9.14,173.56,"15,412.53","3,619",5.91,"16,003",1.34,600,2.80,15.64,"13,335,601",제이에스코퍼레이션,194370,2021
"2017/12
									
(IFRS연결)","7,140",362,362,423,345,345,,"4,227","1,847","2,380","2,380",,90,40,-10,-61,270,-229,52,5.07,4.83,15.21,8.18,77.57,"2,611.39","1,916",7.05,"13,548",1.00,300,2.22,15.29,"18,000,000",한양이엔지,045100,2017
"2018/12
									
(IFRS연결)","7,888",970,970,990,761,761,,"4,814","1,759","3,054","3,054",,90,449,-98,-90,99,350,37,12.30,9.65,28.01,16.84,57.61,"3,386.09","4,228",2.94,"17,528",0.71,400,3.21,9.16,"18,000,000",한양이엔지,045100,2018
"2019/12
									
(IFRS연결)","7,721",334,334,382,295,295,,"5,291","2,017","3,274","3,274",,90,340,-169,-8,73,267,115,4.32,3.83,9.34,5.85,61.59,"3,624.06","1,641",7.50,"18,792",0.65,450,3.66,26.55,"18,000,000",한양이엔지,045100,2019
"2020/12
									
(IFRS연결)","7,585",533,533,599,481,481,,"5,442","1,766","3,676","3,676",,90,744,179,-207,133,611,1,7.03,6.35,13.85,8.97,48.05,"4,108.25","2,674",6.38,"21,129",0.81,500,2.93,18.07,"18,000,000",한양이엔지,045100,2020
"2021/12
									
(IFRS연결)","8,910",551,551,586,458,458,,"6,249","2,120","4,129","4,129",,90,-50,-180,-127,154,-204,1,6.18,5.15,11.75,7.84,51.36,"4,511.80","2,547",6.62,"23,732",0.71,550,3.26,20.87,"18,000,000",한양이엔지,045100,2021
"2017/12
									
(IFRS별도)","1,369",35,35,3,1,1,,"1,912",869,"1,043","1,043",,55,36,-21,18,22,14,634,2.53,0.09,0.12,0.07,83.37,"1,795.68",11,287.29,"9,478",0.34,55,1.69,486.94,"11,000,000",삼아알미늄,006110,2017
"2018/12
									
(IFRS연결)","1,713",55,55,36,28,28,,"1,967",911,"1,057","1,057",,55,62,-74,-32,63,-1,646,3.23,1.62,,,86.20,"1,821.07",252,16.71,"9,605",0.44,100,2.38,39.74,"11,000,000",삼아알미늄,006110,2018
"2019/12
									
(IFRS연결)","1,911",64,64,64,50,50,,"2,085",996,"1,088","1,088",,55,94,-101,13,107,-14,669,3.37,2.59,4.62,2.44,91.56,"1,878.70",450,9.84,"9,893",0.45,110,2.48,24.43,"11,000,000",삼아알미늄,006110,2019
"2020/12
									
(IFRS연결)","1,970",74,74,44,35,35,,"2,075",971,"1,104","1,104",,55,114,-117,-14,128,-14,677,3.75,1.78,3.20,1.69,88.00,"1,907.17",319,36.18,"10,036",1.15,100,0.87,31.32,"11,000,000",삼아알미늄,006110,2020
"2021/12
									
(IFRS연결)","2,530",154,154,150,122,122,,"2,272","1,052","1,220","1,220",,55,158,-78,-57,86,72,638,6.11,4.80,10.46,5.59,86.22,"2,118.69","1,105",24.44,"11,093",2.43,200,0.74,18.10,"11,000,000",삼아알미늄,006110,2021
"2017/12
									
(IFRS연결)",182,25,25,25,25,27,-1,890,38,853,853,0,835,-6,0,-7,0,,12,13.87,13.97,3.17,2.87,4.45,3.37,17,64.83,529,2.03,0,0.00,,"162,066,575",SBI인베스트먼트,019550,2017
"2018/12
									
(IFRS별도)",169,29,29,26,26,26,0,989,157,833,833,,835,-107,3,114,0,,126,17.08,15.55,3.11,2.79,18.84,0.98,16,42.22,517,1.32,0,0.00,0.00,"162,066,575",SBI인베스트먼트,019550,2018
"2019/12
									
(IFRS별도)",236,115,115,114,114,114,0,"1,107",162,945,945,,835,39,1,-37,0,,96,48.60,48.49,12.85,10.90,17.12,14.49,70,10.19,587,1.22,0,0.00,0.00,"162,066,575",SBI인베스트먼트,019550,2019
"2020/12
									
(IFRS별도)",264,139,139,139,139,139,0,"1,221",131,"1,090","1,090",,835,69,0,-33,0,,70,52.62,52.69,13.67,11.95,12.01,31.80,86,14.97,676,1.90,0,0.00,0.00,"162,066,575",SBI인베스트먼트,019550,2020
"2021/12
									
(IFRS별도)",384,222,222,222,222,222,0,"1,437",116,"1,320","1,320",,835,27,-1,-7,0,,70,57.93,57.93,18.45,16.74,8.82,59.36,137,12.10,819,2.03,,,,"162,066,575",SBI인베스트먼트,019550,2021
"2017/12
									
(IFRS연결)","10,669",-228,-228,-478,-309,-303,-6,"8,464","4,937","3,527","3,527",0,175,-201,-352,112,576,-777,"3,187",-2.14,-2.90,-8.13,-3.42,139.95,"2,039.07",-868,N/A,"10,157",0.42,50,1.16,-5.43,"34,920,410",화신,010690,2017
"2018/12
									
(IFRS연결)","10,758",-211,-211,-475,-571,-571,0,"8,282","5,350","2,932","2,932",,175,72,-524,577,661,-589,"3,808",-1.96,-5.31,-17.68,-6.82,182.50,"1,678.68","-1,635",N/A,"8,904",0.27,25,1.06,-1.44,"34,920,410",화신,010690,2018
"2019/12
									
(IFRS연결)","11,643",19,19,2,66,66,0,"8,084","5,087","2,997","2,997",0,175,818,-488,-391,761,57,"3,494",0.17,0.57,2.24,0.81,169.71,"1,709.31",190,17.19,"9,103",0.36,50,1.53,24.79,"34,920,410",화신,010690,2019
"2020/12
									
(IFRS연결)","10,855",-113,-113,-589,-542,-542,0,"8,227","5,670","2,557","2,556",0,175,396,-555,284,710,-314,"3,624",-1.04,-5.00,-19.53,-6.65,221.78,"1,408.75","-1,553",N/A,"7,765",0.44,50,1.48,-3.04,"34,920,410",화신,010690,2020
"2021/12
									
(IFRS연결)","12,366",242,242,315,244,244,0,"8,708","5,823","2,884","2,884",0,175,380,-670,226,601,-222,"3,942",1.95,1.97,8.96,2.88,201.88,"1,575.61",698,11.92,"8,760",0.95,70,0.84,9.45,"34,920,410",화신,010690,2021
"2017/12
									
(IFRS연결)","1,457",-186,-186,-243,-163,-163,,"5,025",521,"4,504","4,504",,143,107,-254,-44,5,102,193,-12.79,-11.20,-3.55,-3.15,11.57,"3,144.26",-571,N/A,"16,126",0.62,100,1.00,-17.11,"28,600,000",성광벤드,014620,2017
"2018/12
									
(IFRS연결)","1,699",-145,-145,-103,-83,-83,,"4,997",637,"4,360","4,360",,143,-227,179,6,60,-286,232,-8.54,-4.91,-1.88,-1.66,14.61,"3,047.40",-291,N/A,"15,612",0.73,100,0.88,-27.16,"28,600,000",성광벤드,014620,2018
"2019/12
									
(IFRS연결)","2,024",70,70,97,62,62,,"5,020",628,"4,393","4,393",,143,159,-4,-64,29,130,201,3.45,3.05,1.41,1.23,14.29,"3,066.65",216,48.00,"15,728",0.66,100,0.97,45.28,"28,600,000",성광벤드,014620,2019
"2020/12
									
(IFRS연결)","1,808",11,11,-9,-14,-14,,"4,936",564,"4,372","4,372",,143,6,-66,-34,139,-133,201,0.62,-0.77,-0.32,-0.28,12.90,"3,052.02",-49,N/A,"15,653",0.47,100,1.37,-200.91,"28,600,000",성광벤드,014620,2020
"2021/12
									
(IFRS연결)","1,369",-81,-81,-40,-12,-12,,"4,938",593,"4,345","4,345",,143,78,-34,-34,33,45,201,-5.88,-0.89,-0.28,-0.25,13.66,"3,033.17",-42,N/A,"15,557",0.51,100,1.25,-229.86,"28,600,000",성광벤드,014620,2021
"2017/12
									
(IFRS연결)","3,591",330,330,254,189,188,1,"3,379","1,542","1,837","1,812",25,52,3,-245,90,178,-175,607,9.20,5.25,10.71,6.00,83.93,"3,525.42","1,806",9.33,"17,593",0.96,200,1.19,10.99,"10,384,000",제우스,079370,2017
"2018/12
									
(IFRS연결)","4,536",401,401,421,310,307,3,"4,024","1,878","2,146","2,100",,52,-85,-34,195,121,-206,819,8.84,6.84,15.70,8.39,87.49,"4,036.05","2,957",3.86,"20,464",0.56,300,2.63,10.03,"10,384,000",제우스,079370,2018
"2019/12
									
(IFRS연결)","3,235",182,182,194,142,139,2,"3,814","1,525","2,288","2,239",50,52,66,86,-42,128,-62,847,5.62,4.38,6.43,3.62,66.66,"4,245.36","1,343",10.13,"21,815",0.62,200,1.47,14.72,"10,384,000",제우스,079370,2019
"2020/12
									
(IFRS연결)","3,600",182,182,174,181,180,1,"4,426","2,005","2,421","2,368",53,52,355,-514,320,519,-163,"1,205",5.06,5.04,7.81,4.40,82.80,"4,552.49","1,733",16.67,"23,411",1.23,200,0.69,11.24,"10,384,000",제우스,079370,2020
"2021/12
									
(IFRS연결)","4,008",249,249,282,163,160,3,"5,335","2,789","2,546","2,513",33,52,311,-125,-48,187,125,"1,226",6.22,4.06,6.55,3.33,109.56,"4,826.78","1,540",15.23,"24,845",0.94,100,0.43,6.33,"10,384,000",제우스,079370,2021
"2017/12
									
(IFRS연결)","1,778",309,309,302,202,205,-3,"2,514",321,"2,193","2,210",-16,136,148,-79,-46,57,90,44,17.39,11.38,9.50,8.26,14.63,"1,637.91",771,14.46,"9,371",1.19,400,3.59,46.06,"26,550,000",경동제약,011040,2017
"2018/12
									
(IFRS연결)","1,793",204,204,202,53,52,1,"2,578",400,"2,178","2,117",,136,333,-227,-115,39,293,10,11.36,2.97,2.42,2.09,18.37,"1,595.25",197,57.74,"8,941",1.27,300,2.63,135.51,"26,550,000",경동제약,011040,2018
"2019/12
									
(IFRS연결)","1,765",246,246,349,228,201,27,"2,876",527,"2,349","2,267",82,136,-28,141,215,21,-48,273,13.91,12.93,9.18,8.37,22.45,"1,704.35",758,10.45,"9,574",0.83,400,5.05,47.06,"26,550,000",경동제약,011040,2019
"2020/12
									
(IFRS연결)","1,738",190,190,193,129,125,4,"2,914",286,"2,628","2,622",6,157,171,-496,-141,286,-115,18,10.90,7.41,5.10,4.45,10.90,"1,665.59",452,24.76,"9,461",1.18,500,4.46,107.82,"30,768,766",경동제약,011040,2020
"2021/12
									
(IFRS연결)","1,776",158,158,184,126,127,0,"2,920",317,"2,603","2,598",5,157,124,107,-215,39,85,43,8.87,7.11,4.86,4.33,12.17,"1,674.70",412,27.80,"9,540",1.20,500,4.37,107.66,"30,768,766",경동제약,011040,2021
"2017/12
									
(IFRS연결)","33,925","2,656","2,656","2,407","1,854",996,858,"29,448","17,927","11,521","7,015","4,505",662,"2,809","-2,925",-393,"2,347",462,"7,601",7.83,5.46,15.07,6.52,155.61,970.14,"7,522",9.11,"54,400",1.26,650,0.95,8.41,"13,247,561",AK 홀딩스,006840,2017
"2018/12
									
(IFRS연결)","37,112","2,697","2,697","2,698","2,066","1,069",997,"33,979","19,240","14,739","8,452",,662,"3,173","-2,246",900,"3,467",-294,"7,806",7.27,5.57,13.82,6.51,130.54,"1,179.20","8,070",6.69,"64,785",0.83,750,1.39,9.15,"13,247,561",AK 홀딩스,006840,2018
"2019/12
									
(IFRS연결)","37,595","1,313","1,313",809,574,283,291,"43,280","28,980","14,299","8,273","6,027",662,"2,742","-2,193","-2,955",885,"1,857","16,959",3.49,1.53,3.38,1.49,202.67,"1,149.46","2,135",16.21,"63,415",0.55,750,2.17,34.60,"13,247,561",AK 홀딩스,006840,2019
"2020/12
									
(IFRS연결)","26,200","-2,216","-2,216","-3,441","-2,643","-1,524","-1,119","41,521","28,894","12,627","6,878","5,749",662,"-1,917",-186,"3,338","1,463","-3,380","19,879",-8.46,-10.09,-20.12,-6.23,228.84,944.07,"-11,504",N/A,"52,722",0.48,400,1.59,-3.42,"13,247,561",AK 홀딩스,006840,2020
"2021/12
									
(IFRS연결)","31,677","-1,657","-1,657","-2,476","-1,993","-1,113",-880,"45,487","33,464","12,024","5,996","6,028",662,-98,-382,"1,555","1,446","-1,544","22,355",-5.23,-6.29,-17.30,-4.58,278.32,803.13,"-8,404",N/A,"45,961",0.42,200,1.04,-2.34,"13,247,561",AK 홀딩스,006840,2021
"2017/12
									
(IFRS별도)",924,96,96,81,62,62,,"15,819","13,810","2,009","2,009",,841,-913,-431,"1,208",4,,"11,758",10.34,6.71,3.11,0.41,687.28,141.26,33,16.71,"1,088",0.51,12,2.11,34.51,"188,294,576",한국캐피탈,023760,2017
"2018/12
									
(IFRS별도)","1,407",208,208,221,168,168,,"19,342","16,785","2,557","2,557",,841,"-3,520",35,"3,919",5,,"15,124",14.81,11.97,7.37,0.96,656.48,206.37,89,6.06,"1,384",0.39,18,3.30,3.65,"188,294,576",한국캐피탈,023760,2018
"2019/12
									
(IFRS별도)","1,771",269,269,258,210,210,,"22,634","19,803","2,831","2,831",,"1,578","-2,491",102,"3,256",10,,"18,338",15.18,11.88,7.81,1.00,699.51,80.65,104,5.26,907,0.60,25,4.59,31.05,"315,609,576",한국캐피탈,023760,2019
"2020/12
									
(IFRS별도)","2,013",420,420,422,321,321,,"26,780","23,712","3,067","3,067",,"1,578","-2,911",-59,"3,950",18,,"22,381",20.89,15.93,10.87,1.30,773.09,95.62,102,5.70,983,0.59,25,4.32,19.58,"315,609,576",한국캐피탈,023760,2020
"2021/12
									
(IFRS별도)","2,400",747,747,737,531,531,,"32,992","28,950","4,042","4,042",,"1,578","-5,258",-15,"5,421",14,,"27,415",31.13,22.14,14.95,1.78,716.18,157.28,168,5.01,"1,294",0.65,35,4.15,20.58,"315,609,576",한국캐피탈,023760,2021
"2017/12
									
(IFRS연결)","3,664",431,431,487,366,367,-1,"4,942","3,136","1,806","1,797",9,50,496,26,-59,65,431,220,11.77,9.98,22.14,8.40,173.57,"3,597.19","3,669",6.23,"18,914",1.21,350,1.53,9.06,"10,000,000",나이스정보통신,036800,2017
"2018/12
									
(IFRS연결)","4,150",353,353,386,300,306,-5,"5,454","3,392","2,061","2,039",,50,881,-489,-259,83,798,0,8.50,7.24,15.94,5.78,164.58,"4,085.69","3,057",6.43,"21,713",0.90,420,2.14,12.91,"10,000,000",나이스정보통신,036800,2018
"2019/12
									
(IFRS연결)","4,523",356,356,377,295,301,-6,"6,419","4,109","2,311","2,301",10,50,880,-855,-90,52,828,66,7.86,6.52,13.88,4.96,177.79,"4,614.72","3,011",9.52,"24,541",1.17,460,1.61,14.32,"10,000,000",나이스정보통신,036800,2019
"2020/12
									
(IFRS연결)","5,193",367,367,339,130,135,-5,"7,149","4,742","2,407","2,402",5,50,815,35,-95,43,772,25,7.07,2.50,5.74,1.91,197.00,"4,807.73","1,351",21.10,"25,626",1.11,460,1.61,31.93,"10,000,000",나이스정보통신,036800,2020
"2021/12
									
(IFRS연결)","6,705",468,468,510,396,398,-2,"8,208","5,431","2,777","2,777",,50,602,-422,-100,72,530,79,6.98,5.91,15.37,5.16,195.62,"5,520.15","3,980",7.41,"29,620",1.00,590,2.00,13.90,"10,000,000",나이스정보통신,036800,2021
"2017/12
									
(IFRS연결)","12,075",298,298,253,206,206,,"5,954","2,803","3,151","3,151",,194,836,-406,61,471,365,"1,335",2.47,1.71,6.73,3.58,88.97,"1,537.17","5,323",24.89,"81,364",1.63,750,0.57,14.09,"3,872,480",신세계푸드,031440,2017
"2018/12
									
(IFRS연결)","12,786",274,274,135,85,85,,"6,250","3,081","3,169","3,169",,194,300,-827,79,822,-522,"1,444",2.14,0.67,2.69,1.40,97.21,"1,546.61","2,198",38.85,"81,839",1.04,750,0.88,34.12,"3,872,480",신세계푸드,031440,2018
"2019/12
									
(IFRS연결)","13,201",222,222,46,44,44,,"7,333","4,182","3,151","3,151",,194,288,-633,518,693,-405,"2,634",1.68,0.33,1.38,0.64,132.71,"1,538.94","1,124",62.54,"81,373",0.86,750,1.07,66.72,"3,872,480",신세계푸드,031440,2019
"2020/12
									
(IFRS연결)","12,403",77,77,-268,-220,-220,,"8,872","6,039","2,833","2,833",,194,628,-339,-313,330,298,"4,569",0.62,-1.77,-7.35,-2.71,213.19,"1,381.96","-5,677",N/A,"73,156",0.89,750,1.15,-13.21,"3,872,480",신세계푸드,031440,2020
"2021/12
									
(IFRS연결)","13,329",293,293,46,24,24,,"8,795","5,947","2,848","2,848",,194,728,-268,-220,407,321,"4,276",2.20,0.18,0.85,0.27,208.78,"1,380.33",624,131.22,"73,553",1.11,750,0.92,120.15,"3,872,480",신세계푸드,031440,2021
"2017/12
									
(IFRS연결)","2,549",255,255,221,201,199,2,"2,015",647,"1,368","1,362",5,27,237,-586,354,19,218,174,9.99,7.89,20.09,11.89,47.31,"5,122.28","3,590",8.60,"22,705",1.36,685,2.22,19.09,"5,630,859",모트렉스,118990,2017
"2018/12
									
(IFRS연결)","2,129",-4,-4,-32,-24,-19,-5,"4,365","3,098","1,267","1,266",1,27,-139,"-1,731","1,903",138,-277,"1,707",-0.18,-1.12,-1.45,-0.74,244.55,"4,930.34",-308,N/A,"19,422",0.99,0,0.00,0.00,"5,670,395",모트렉스,118990,2018
"2019/12
									
(IFRS연결)","3,136",-26,-26,-330,-385,-358,-26,"4,443","3,571",872,897,-25,27,192,-323,192,136,56,"2,011",-0.85,-12.26,-33.13,-8.73,409.29,"3,555.06","-5,223",N/A,"13,964",0.84,0,0.00,0.00,"5,670,395",모트렉스,118990,2019
"2020/12
									
(IFRS연결)","3,538",106,106,-186,-179,-176,-3,"4,261","3,167","1,094","1,122",-28,39,311,-342,-47,162,150,"1,645",3.01,-5.07,-17.48,-4.12,289.40,"2,763.78","-2,392",N/A,"14,670",2.23,0,0.00,0.00,"7,800,208",모트렉스,118990,2020
"2021/12
									
(IFRS연결)","4,367",353,353,163,116,117,-1,"4,530","3,197","1,332","1,353",-21,41,236,98,-255,45,191,"2,106",8.09,2.65,9.43,2.63,239.98,"3,155.99","1,469",22.32,"16,901",1.94,0,0.00,,"8,157,754",모트렉스,118990,2021
"2017/12
									
(IFRS연결)",473,92,92,81,67,65,3,653,65,587,567,20,24,102,-27,-33,28,74,0,19.36,14.23,11.75,10.72,11.13,"2,363.72","1,324",10.43,"12,402",1.11,220,1.59,15.57,"4,880,000",케이아이엔엑스,093320,2017
"2018/12
									
(IFRS연결)",563,132,132,144,125,122,3,772,67,704,681,,24,126,-141,0,41,85,13,23.38,22.14,19.55,17.50,9.54,"2,833.84","2,501",9.59,"14,902",1.61,400,1.67,14.98,"4,880,000",케이아이엔엑스,093320,2018
"2019/12
									
(IFRS연결)",646,165,165,188,157,150,6,"1,049",203,846,816,30,24,248,-163,-85,115,133,140,25.48,24.25,20.10,17.22,24.02,"3,381.42","3,083",11.82,"17,843",2.04,500,1.37,15.19,"4,880,000",케이아이엔엑스,093320,2019
"2020/12
									
(IFRS연결)",704,178,178,185,157,149,8,"1,428",297,"1,131","1,093",38,24,273,-250,133,155,118,199,25.25,22.25,15.63,12.66,26.26,"4,371.17","3,056",23.49,"22,417",3.20,500,0.70,16.34,"4,880,000",케이아이엔엑스,093320,2020
"2021/12
									
(IFRS연결)",845,197,197,215,164,159,5,"1,672",307,"1,365","1,247",117,24,238,-237,-119,57,181,194,23.36,19.42,13.56,10.58,22.53,"4,994.01","3,251",15.37,"25,579",1.95,500,1.00,15.37,"4,880,000",케이아이엔엑스,093320,2021
"2017/12
									
(IFRS연결)","7,259",307,307,286,198,198,,"5,846","2,195","3,650","3,650",,759,515,-168,-243,85,430,"1,087",4.24,2.72,5.55,3.43,60.14,380.63,"1,301",8.99,"24,033",0.49,100,0.85,7.71,"15,078,811",현대비앤지스틸,004560,2017
"2018/12
									
(IFRS연결)","7,127",350,350,275,194,194,,"6,056","2,236","3,820","3,820",,759,86,-276,73,253,-167,"1,176",4.92,2.73,5.21,3.27,58.53,403.07,"1,280",6.95,"25,152",0.35,100,1.12,7.84,"15,078,811",현대비앤지스틸,004560,2018
"2019/12
									
(IFRS연결)","7,333",365,365,285,218,218,,"6,086","2,057","4,030","4,030",,759,356,-363,-16,186,170,"1,168",4.98,2.97,5.55,3.59,51.04,431.05,"1,434",6.28,"26,531",0.34,100,1.11,7.00,"15,078,811",현대비앤지스틸,004560,2019
"2020/12
									
(IFRS연결)","6,802",334,334,310,236,236,,"6,485","2,200","4,285","4,285",,759,526,-601,10,211,315,"1,160",4.91,3.47,5.68,3.75,51.34,463.04,"1,554",6.35,"28,211",0.35,100,1.01,6.46,"15,078,811",현대비앤지스틸,004560,2020
"2021/12
									
(IFRS연결)","8,557",897,897,969,698,698,,"7,688","2,710","4,977","4,977",,759,184,-294,177,196,-11,"1,395",10.48,8.16,15.07,9.85,54.45,553.52,"4,595",3.58,"32,770",0.50,100,0.61,2.18,"15,078,811",현대비앤지스틸,004560,2021
"2017/12
									
(IFRS별도)","3,202",154,154,137,99,99,,"2,270",607,"1,663","1,663",,86,165,-120,-68,176,-11,0,4.83,3.10,5.98,4.43,36.47,"1,903.85",577,14.29,"10,165",0.81,100,1.21,16.50,"17,200,000",신세계I&C,035510,2017
"2018/12
									
(IFRS별도)","3,735",149,149,384,293,293,,"3,058","1,135","1,923","1,923",,86,138,-96,-40,232,-94,6,3.99,7.83,16.32,10.98,59.03,"2,201.50","1,701",6.64,"11,749",0.96,150,1.33,8.39,"17,200,000",신세계I&C,035510,2018
"2019/12
									
(IFRS별도)","4,560",185,185,151,107,107,,"2,898",905,"1,992","1,992",,86,-24,131,-43,300,-324,10,4.06,2.34,5.44,3.58,45.43,"2,288.63",620,17.35,"12,175",0.88,200,1.86,30.71,"17,200,000",신세계I&C,035510,2019
"2020/12
									
(IFRS별도)","4,803",300,300,898,696,696,,"2,837",723,"2,113","2,113",,86,372,329,-585,218,155,73,6.25,14.49,33.89,24.27,34.23,"3,055.19","4,045",3.10,"18,146",0.69,250,1.99,4.18,"17,200,000",신세계I&C,035510,2020
"2021/12
									
(IFRS별도)","5,261",355,355,479,390,390,,"3,541",778,"2,763","2,763",,86,319,-323,242,256,63,67,6.75,7.41,16.00,12.23,28.17,"3,576.56","2,268",8.75,"21,018",0.94,250,1.26,8.43,"17,200,000",신세계I&C,035510,2021
"2017/12
									
(IFRS연결)","2,012",151,151,158,124,122,2,"1,169",309,861,841,19,30,259,-197,-15,13,247,0,7.51,6.18,15.29,11.04,35.87,"4,975.55","2,066",15.95,"14,284",2.31,500,1.52,24.05,"5,926,779",멀티캠퍼스,067280,2017
"2018/12
									
(IFRS연결)","2,400",218,218,222,176,174,2,"1,437",463,974,952,,30,116,-161,-29,12,104,0,9.10,7.31,19.36,13.47,47.56,"5,461.75","2,928",15.06,"16,156",2.73,500,1.13,16.97,"5,926,779",멀티캠퍼스,067280,2018
"2019/12
									
(IFRS연결)","2,880",242,242,240,189,186,3,"2,041",918,"1,122","1,097",26,30,244,-168,-114,93,151,358,8.39,6.57,18.19,10.87,81.81,"5,990.88","3,143",11.03,"18,618",1.86,600,1.73,18.97,"5,926,779",멀티캠퍼스,067280,2019
"2020/12
									
(IFRS연결)","2,600",137,137,129,99,100,0,"1,933",731,"1,202","1,178",24,30,277,-31,-124,4,274,265,5.28,3.83,8.76,5.01,60.80,"6,207.80","1,681",20.41,"19,873",1.73,500,1.46,29.75,"5,926,779",멀티캠퍼스,067280,2020
"2021/12
									
(IFRS연결)","3,083",265,265,270,206,204,2,"2,570","1,170","1,400","1,372",28,30,461,-274,-136,10,451,509,8.58,6.67,15.99,9.13,83.60,"6,795.52","3,439",13.44,"23,142",2.00,600,1.30,17.45,"5,926,779",멀티캠퍼스,067280,2021
"2017/12
									
(IFRS연결)",368,102,102,109,83,83,,"1,249",630,619,619,,39,39,-29,66,6,33,0,27.89,22.56,15.27,7.70,101.71,"1,462.04","1,071",21.43,"7,850",2.92,0,0.00,0.00,"7,885,652",인크로스,216050,2017
"2018/12
									
(IFRS연결)",358,111,111,111,86,86,,"1,213",584,629,629,,40,-8,104,-70,9,-17,0,31.00,24.12,13.82,7.01,92.74,"1,680.86","1,084",14.58,"8,243",1.92,0,0.00,0.00,"8,014,170",인크로스,216050,2018
"2019/12
									
(IFRS연결)",345,122,122,122,93,93,,"1,443",785,657,657,,40,24,-1,-68,0,24,9,35.43,27.03,14.48,7.01,119.43,"1,897.32","1,157",21.74,"8,946",2.81,0,0.00,0.00,"8,056,777",인크로스,216050,2019
"2020/12
									
(IFRS연결)",394,148,148,148,123,123,,"1,793","1,048",745,745,,40,246,-23,-43,11,235,35,37.65,31.20,17.55,7.61,140.58,"2,194.16","1,528",35.35,"10,301",5.24,0,0.00,0.00,"8,056,777",인크로스,216050,2020
"2021/12
									
(IFRS연결)",518,214,214,271,211,211,,"2,304","1,374",930,930,,40,102,-82,-41,3,99,28,41.32,40.76,25.21,10.31,147.68,"2,702.03","2,621",20.19,"12,877",4.11,722,1.36,24.70,"8,056,777",인크로스,216050,2021
"2017/12
									
(IFRS연결)","3,342",428,428,421,363,360,4,"18,889","13,986","4,903","4,844",59,"3,530","-2,813",-12,"3,413",22,,"8,220",12.80,10.87,7.66,2.21,285.23,38.91,509,7.65,"6,862",0.57,0,0.00,0.00,"60,314,092",다올투자증권,030210,2017
"2018/12
									
(IFRS연결)","3,587",371,371,443,344,338,6,"17,507","12,239","5,269","5,196",,"3,530","2,189",263,"-1,250",30,,"7,345",10.35,9.58,6.73,1.86,232.28,49.27,478,6.19,"7,360",0.40,0,0.00,0.00,"60,314,092",다올투자증권,030210,2018
"2019/12
									
(IFRS연결)","3,812",375,375,524,502,501,1,"28,596","22,792","5,805","5,717",87,"3,530","-5,829","-2,102","5,883",24,,"7,747",9.85,13.18,9.18,2.17,392.65,64.44,710,3.30,"8,098",0.29,150,6.40,58.50,"60,314,092",다올투자증권,030210,2019
